source,emulation_mode,uprobe_captured_llr_ptr,node_before,node_after,cxl_match,pages_migrated,proc_mem_ok,ocl_popcount,crit_d_oracle,ocl_us,uprobe_hits,dev030_workaround
measured,qemu_cxl_node1_move_pages,0x6409d141da10,0,1,YES,5,YES,4176,NOT_MET_DEFERRED,668015.5,1150,numactl_membind1_sigill_pmem_wc
