cb_index,llr_len,decode_us,bit_diff,e2e_us,emulation_mode,source
911,19200,10679.7,-1,11209.2,gcp_kvm_cxl_bpftime_node1,measured
912,19200,10527.8,-1,10979.8,gcp_kvm_cxl_bpftime_node1,measured
913,19200,10520.6,-1,10974.0,gcp_kvm_cxl_bpftime_node1,measured
914,19200,10551.0,-1,11007.9,gcp_kvm_cxl_bpftime_node1,measured
915,19200,11308.7,-1,11691.9,gcp_kvm_cxl_bpftime_node1,measured
916,19200,10798.2,-1,11016.5,gcp_kvm_cxl_bpftime_node1,measured
917,19200,11282.3,-1,11774.3,gcp_kvm_cxl_bpftime_node1,measured
918,19200,11249.0,-1,11663.7,gcp_kvm_cxl_bpftime_node1,measured
919,19200,11224.6,-1,11644.0,gcp_kvm_cxl_bpftime_node1,measured
920,19200,10553.4,-1,11019.5,gcp_kvm_cxl_bpftime_node1,measured
921,19200,10637.2,-1,11109.7,gcp_kvm_cxl_bpftime_node1,measured
922,19200,10554.8,-1,10930.7,gcp_kvm_cxl_bpftime_node1,measured
923,19200,10519.2,-1,10943.8,gcp_kvm_cxl_bpftime_node1,measured
924,19200,10612.2,-1,11062.4,gcp_kvm_cxl_bpftime_node1,measured
925,19200,11074.9,-1,11509.0,gcp_kvm_cxl_bpftime_node1,measured
926,19200,10825.2,-1,11193.6,gcp_kvm_cxl_bpftime_node1,measured
927,19200,11146.4,-1,11624.8,gcp_kvm_cxl_bpftime_node1,measured
928,19200,10792.4,-1,11151.8,gcp_kvm_cxl_bpftime_node1,measured
929,19200,10976.0,-1,11326.2,gcp_kvm_cxl_bpftime_node1,measured
930,19200,11289.0,-1,11809.7,gcp_kvm_cxl_bpftime_node1,measured
931,19200,11147.9,-1,11505.1,gcp_kvm_cxl_bpftime_node1,measured
932,19200,11209.2,-1,11615.6,gcp_kvm_cxl_bpftime_node1,measured
933,19200,11266.1,-1,11648.4,gcp_kvm_cxl_bpftime_node1,measured
934,19200,11213.4,-1,11609.1,gcp_kvm_cxl_bpftime_node1,measured
935,19200,11216.1,-1,11493.7,gcp_kvm_cxl_bpftime_node1,measured
936,19200,10947.6,-1,11491.9,gcp_kvm_cxl_bpftime_node1,measured
937,19200,11229.4,-1,11586.9,gcp_kvm_cxl_bpftime_node1,measured
938,19200,11366.3,-1,11729.4,gcp_kvm_cxl_bpftime_node1,measured
939,19200,11348.9,-1,11731.1,gcp_kvm_cxl_bpftime_node1,measured
940,19200,11362.4,-1,11560.8,gcp_kvm_cxl_bpftime_node1,measured
941,19200,11310.4,-1,11701.7,gcp_kvm_cxl_bpftime_node1,measured
942,19200,10996.1,-1,11560.0,gcp_kvm_cxl_bpftime_node1,measured
943,19200,11128.8,-1,11540.2,gcp_kvm_cxl_bpftime_node1,measured
944,19200,11194.8,-1,11674.2,gcp_kvm_cxl_bpftime_node1,measured
945,19200,10726.7,-1,11137.9,gcp_kvm_cxl_bpftime_node1,measured
946,19200,11224.6,-1,11659.1,gcp_kvm_cxl_bpftime_node1,measured
947,19200,10831.0,-1,11280.0,gcp_kvm_cxl_bpftime_node1,measured
948,19200,11306.6,-1,11753.0,gcp_kvm_cxl_bpftime_node1,measured
949,19200,11191.9,-1,11474.6,gcp_kvm_cxl_bpftime_node1,measured
950,19200,10538.2,-1,11005.3,gcp_kvm_cxl_bpftime_node1,measured
951,19200,10666.5,-1,11094.4,gcp_kvm_cxl_bpftime_node1,measured
952,19200,10831.0,-1,11182.7,gcp_kvm_cxl_bpftime_node1,measured
953,19200,11113.8,-1,11545.0,gcp_kvm_cxl_bpftime_node1,measured
954,19200,11075.6,-1,11617.4,gcp_kvm_cxl_bpftime_node1,measured
955,19200,10793.9,-1,11219.0,gcp_kvm_cxl_bpftime_node1,measured
956,19200,11337.7,-1,11775.6,gcp_kvm_cxl_bpftime_node1,measured
957,19200,10862.0,-1,11278.9,gcp_kvm_cxl_bpftime_node1,measured
958,19200,10813.4,-1,11366.1,gcp_kvm_cxl_bpftime_node1,measured
959,19200,11184.4,-1,11712.0,gcp_kvm_cxl_bpftime_node1,measured
960,19200,11189.0,-1,11582.5,gcp_kvm_cxl_bpftime_node1,measured
961,19200,10914.8,-1,11336.7,gcp_kvm_cxl_bpftime_node1,measured
962,19200,11249.7,-1,11641.7,gcp_kvm_cxl_bpftime_node1,measured
963,19200,10808.1,-1,11218.8,gcp_kvm_cxl_bpftime_node1,measured
964,19200,11117.3,-1,11665.4,gcp_kvm_cxl_bpftime_node1,measured
965,19200,10846.7,-1,11267.6,gcp_kvm_cxl_bpftime_node1,measured
966,19200,11154.0,-1,11433.6,gcp_kvm_cxl_bpftime_node1,measured
967,19200,11361.5,-1,11884.3,gcp_kvm_cxl_bpftime_node1,measured
968,19200,10756.2,-1,11235.4,gcp_kvm_cxl_bpftime_node1,measured
969,19200,10889.9,-1,11237.8,gcp_kvm_cxl_bpftime_node1,measured
970,19200,11051.7,-1,11445.4,gcp_kvm_cxl_bpftime_node1,measured
971,19200,11035.9,-1,11492.7,gcp_kvm_cxl_bpftime_node1,measured
972,19200,10560.6,-1,10916.3,gcp_kvm_cxl_bpftime_node1,measured
973,19200,11188.1,-1,11635.2,gcp_kvm_cxl_bpftime_node1,measured
974,19200,11224.5,-1,11762.3,gcp_kvm_cxl_bpftime_node1,measured
975,19200,11402.1,-1,11923.9,gcp_kvm_cxl_bpftime_node1,measured
976,19200,11323.4,-1,11605.0,gcp_kvm_cxl_bpftime_node1,measured
977,19200,10872.8,-1,11338.3,gcp_kvm_cxl_bpftime_node1,measured
978,19200,11191.1,-1,11713.5,gcp_kvm_cxl_bpftime_node1,measured
979,19200,10655.8,-1,10942.7,gcp_kvm_cxl_bpftime_node1,measured
980,19200,10545.7,-1,10822.0,gcp_kvm_cxl_bpftime_node1,measured
981,19200,10607.3,-1,10869.4,gcp_kvm_cxl_bpftime_node1,measured
982,19200,10525.1,-1,10788.6,gcp_kvm_cxl_bpftime_node1,measured
983,19200,11166.9,-1,11618.6,gcp_kvm_cxl_bpftime_node1,measured
984,19200,11139.1,-1,11570.5,gcp_kvm_cxl_bpftime_node1,measured
985,19200,11107.7,-1,11382.4,gcp_kvm_cxl_bpftime_node1,measured
986,19200,10549.4,-1,10901.9,gcp_kvm_cxl_bpftime_node1,measured
987,19200,11288.5,-1,11736.1,gcp_kvm_cxl_bpftime_node1,measured
988,19200,10803.7,-1,11208.3,gcp_kvm_cxl_bpftime_node1,measured
989,19200,10531.2,-1,10897.7,gcp_kvm_cxl_bpftime_node1,measured
990,19200,11138.4,-1,11493.7,gcp_kvm_cxl_bpftime_node1,measured
991,19200,10596.5,-1,11055.9,gcp_kvm_cxl_bpftime_node1,measured
992,19200,10831.3,-1,11292.1,gcp_kvm_cxl_bpftime_node1,measured
993,19200,11143.7,-1,11417.5,gcp_kvm_cxl_bpftime_node1,measured
994,19200,11498.8,-1,11910.8,gcp_kvm_cxl_bpftime_node1,measured
995,19200,11522.3,-1,11962.1,gcp_kvm_cxl_bpftime_node1,measured
996,19200,10832.7,-1,11271.7,gcp_kvm_cxl_bpftime_node1,measured
997,19200,10630.1,-1,11067.2,gcp_kvm_cxl_bpftime_node1,measured
998,19200,10976.4,-1,11416.7,gcp_kvm_cxl_bpftime_node1,measured
999,19200,11229.2,-1,11635.7,gcp_kvm_cxl_bpftime_node1,measured
1000,19200,11257.7,-1,11396.1,gcp_kvm_cxl_bpftime_node1,measured
1001,19200,11185.5,-1,11394.7,gcp_kvm_cxl_bpftime_node1,measured
1002,19200,10922.6,-1,11270.1,gcp_kvm_cxl_bpftime_node1,measured
1003,19200,11064.1,-1,11340.4,gcp_kvm_cxl_bpftime_node1,measured
1004,19200,10699.0,-1,11064.7,gcp_kvm_cxl_bpftime_node1,measured
1005,19200,10800.2,-1,11236.2,gcp_kvm_cxl_bpftime_node1,measured
1006,19200,10650.0,-1,11118.1,gcp_kvm_cxl_bpftime_node1,measured
1007,19200,10829.6,-1,11053.1,gcp_kvm_cxl_bpftime_node1,measured
1008,19200,11272.5,-1,11734.2,gcp_kvm_cxl_bpftime_node1,measured
1009,19200,11282.8,-1,11686.6,gcp_kvm_cxl_bpftime_node1,measured
1010,19200,10820.4,-1,11367.0,gcp_kvm_cxl_bpftime_node1,measured
1011,19200,10851.8,-1,11206.9,gcp_kvm_cxl_bpftime_node1,measured
1012,19200,11061.9,-1,11578.6,gcp_kvm_cxl_bpftime_node1,measured
1013,19200,10758.6,-1,11113.4,gcp_kvm_cxl_bpftime_node1,measured
1014,19200,11251.0,-1,11698.9,gcp_kvm_cxl_bpftime_node1,measured
1015,19200,10857.3,-1,11280.2,gcp_kvm_cxl_bpftime_node1,measured
1016,19200,11164.3,-1,11654.8,gcp_kvm_cxl_bpftime_node1,measured
1017,19200,10852.1,-1,11165.3,gcp_kvm_cxl_bpftime_node1,measured
1018,19200,11464.9,-1,11879.2,gcp_kvm_cxl_bpftime_node1,measured
1019,19200,10814.9,-1,11264.4,gcp_kvm_cxl_bpftime_node1,measured
1020,19200,10498.6,-1,10931.9,gcp_kvm_cxl_bpftime_node1,measured
1021,19200,11432.3,-1,11720.6,gcp_kvm_cxl_bpftime_node1,measured
1022,19200,11394.3,-1,11782.0,gcp_kvm_cxl_bpftime_node1,measured
1023,19200,11061.7,-1,11485.7,gcp_kvm_cxl_bpftime_node1,measured
1024,19200,11136.2,-1,11617.8,gcp_kvm_cxl_bpftime_node1,measured
1025,19200,10758.4,-1,10957.9,gcp_kvm_cxl_bpftime_node1,measured
1026,19200,11123.0,-1,11492.3,gcp_kvm_cxl_bpftime_node1,measured
1027,19200,11041.0,-1,11482.8,gcp_kvm_cxl_bpftime_node1,measured
1028,19200,10946.9,-1,11148.6,gcp_kvm_cxl_bpftime_node1,measured
1029,19200,11207.2,-1,11510.9,gcp_kvm_cxl_bpftime_node1,measured
1030,19200,11104.6,-1,11305.7,gcp_kvm_cxl_bpftime_node1,measured
1031,19200,10615.3,-1,10988.2,gcp_kvm_cxl_bpftime_node1,measured
1032,19200,10828.9,-1,11222.5,gcp_kvm_cxl_bpftime_node1,measured
1033,19200,11048.4,-1,11621.5,gcp_kvm_cxl_bpftime_node1,measured
1034,19200,11262.5,-1,11701.2,gcp_kvm_cxl_bpftime_node1,measured
1035,19200,11064.9,-1,11519.7,gcp_kvm_cxl_bpftime_node1,measured
1036,19200,11300.1,-1,11756.5,gcp_kvm_cxl_bpftime_node1,measured
1037,19200,10956.2,-1,11425.2,gcp_kvm_cxl_bpftime_node1,measured
1038,19200,11212.0,-1,11680.7,gcp_kvm_cxl_bpftime_node1,measured
1039,19200,11366.1,-1,11788.2,gcp_kvm_cxl_bpftime_node1,measured
1040,19200,10961.3,-1,11331.0,gcp_kvm_cxl_bpftime_node1,measured
1041,19200,10554.5,-1,10879.1,gcp_kvm_cxl_bpftime_node1,measured
1042,19200,11334.3,-1,11789.0,gcp_kvm_cxl_bpftime_node1,measured
1043,19200,11370.3,-1,11828.6,gcp_kvm_cxl_bpftime_node1,measured
1044,19200,11262.1,-1,11674.6,gcp_kvm_cxl_bpftime_node1,measured
1045,19200,10856.0,-1,11325.4,gcp_kvm_cxl_bpftime_node1,measured
1046,19200,11105.4,-1,11373.4,gcp_kvm_cxl_bpftime_node1,measured
1047,19200,11375.6,-1,11679.8,gcp_kvm_cxl_bpftime_node1,measured
1048,19200,10942.0,-1,11385.0,gcp_kvm_cxl_bpftime_node1,measured
1049,19200,11069.5,-1,11437.6,gcp_kvm_cxl_bpftime_node1,measured
1050,19200,10662.3,-1,10929.5,gcp_kvm_cxl_bpftime_node1,measured
1051,19200,11130.7,-1,11322.4,gcp_kvm_cxl_bpftime_node1,measured
1052,19200,11047.9,-1,11492.8,gcp_kvm_cxl_bpftime_node1,measured
1053,19200,11220.9,-1,11714.3,gcp_kvm_cxl_bpftime_node1,measured
1054,19200,11173.3,-1,11581.3,gcp_kvm_cxl_bpftime_node1,measured
1055,19200,11181.6,-1,11468.4,gcp_kvm_cxl_bpftime_node1,measured
1056,19200,11017.2,-1,11475.1,gcp_kvm_cxl_bpftime_node1,measured
1057,19200,11037.4,-1,11318.2,gcp_kvm_cxl_bpftime_node1,measured
1058,19200,11481.7,-1,11763.9,gcp_kvm_cxl_bpftime_node1,measured
1059,19200,11126.9,-1,11576.9,gcp_kvm_cxl_bpftime_node1,measured
1060,19200,11038.6,-1,11549.5,gcp_kvm_cxl_bpftime_node1,measured
1061,19200,10538.6,-1,10901.4,gcp_kvm_cxl_bpftime_node1,measured
1062,19200,10483.8,-1,10881.0,gcp_kvm_cxl_bpftime_node1,measured
1063,19200,10678.4,-1,11041.0,gcp_kvm_cxl_bpftime_node1,measured
1064,19200,10668.0,-1,11041.9,gcp_kvm_cxl_bpftime_node1,measured
1065,19200,11060.7,-1,11382.1,gcp_kvm_cxl_bpftime_node1,measured
1066,19200,10715.2,-1,11148.4,gcp_kvm_cxl_bpftime_node1,measured
1067,19200,11289.6,-1,11712.4,gcp_kvm_cxl_bpftime_node1,measured
1068,19200,11390.0,-1,11668.4,gcp_kvm_cxl_bpftime_node1,measured
1069,19200,11190.9,-1,11617.7,gcp_kvm_cxl_bpftime_node1,measured
1070,19200,11213.1,-1,11474.3,gcp_kvm_cxl_bpftime_node1,measured
1071,19200,10570.7,-1,10929.1,gcp_kvm_cxl_bpftime_node1,measured
1072,19200,11287.6,-1,11714.3,gcp_kvm_cxl_bpftime_node1,measured
1073,19200,11183.4,-1,11474.3,gcp_kvm_cxl_bpftime_node1,measured
1074,19200,11100.4,-1,11602.4,gcp_kvm_cxl_bpftime_node1,measured
1075,19200,11324.8,-1,11756.0,gcp_kvm_cxl_bpftime_node1,measured
1076,19200,10972.6,-1,11385.4,gcp_kvm_cxl_bpftime_node1,measured
1077,19200,10912.7,-1,11259.3,gcp_kvm_cxl_bpftime_node1,measured
1078,19200,10762.7,-1,11193.5,gcp_kvm_cxl_bpftime_node1,measured
1079,19200,11264.4,-1,11543.3,gcp_kvm_cxl_bpftime_node1,measured
1080,19200,10465.3,-1,10889.1,gcp_kvm_cxl_bpftime_node1,measured
1081,19200,11265.6,-1,11678.0,gcp_kvm_cxl_bpftime_node1,measured
1082,19200,11243.6,-1,11632.0,gcp_kvm_cxl_bpftime_node1,measured
1083,19200,10779.8,-1,11302.8,gcp_kvm_cxl_bpftime_node1,measured
1084,19200,10707.3,-1,11035.7,gcp_kvm_cxl_bpftime_node1,measured
1085,19200,10822.1,-1,11240.2,gcp_kvm_cxl_bpftime_node1,measured
1086,19200,11165.2,-1,11606.0,gcp_kvm_cxl_bpftime_node1,measured
1087,19200,10791.0,-1,11206.3,gcp_kvm_cxl_bpftime_node1,measured
1088,19200,10524.7,-1,10884.5,gcp_kvm_cxl_bpftime_node1,measured
1089,19200,11123.5,-1,11406.5,gcp_kvm_cxl_bpftime_node1,measured
1090,19200,11145.4,-1,11627.9,gcp_kvm_cxl_bpftime_node1,measured
1091,19200,11300.4,-1,11738.1,gcp_kvm_cxl_bpftime_node1,measured
1092,19200,11304.5,-1,11641.4,gcp_kvm_cxl_bpftime_node1,measured
1093,19200,10758.9,-1,11219.2,gcp_kvm_cxl_bpftime_node1,measured
1094,19200,11288.3,-1,11668.0,gcp_kvm_cxl_bpftime_node1,measured
1095,19200,11087.6,-1,11572.7,gcp_kvm_cxl_bpftime_node1,measured
1096,19200,11175.7,-1,11612.4,gcp_kvm_cxl_bpftime_node1,measured
1097,19200,11269.2,-1,11484.1,gcp_kvm_cxl_bpftime_node1,measured
1098,19200,10938.4,-1,11305.0,gcp_kvm_cxl_bpftime_node1,measured
1099,19200,11557.5,-1,12051.2,gcp_kvm_cxl_bpftime_node1,measured
1100,19200,10847.9,-1,11097.9,gcp_kvm_cxl_bpftime_node1,measured
1101,19200,11314.5,-1,11760.5,gcp_kvm_cxl_bpftime_node1,measured
1102,19200,10748.9,-1,11156.7,gcp_kvm_cxl_bpftime_node1,measured
1103,19200,11272.7,-1,11715.5,gcp_kvm_cxl_bpftime_node1,measured
1104,19200,11368.7,-1,11651.9,gcp_kvm_cxl_bpftime_node1,measured
1105,19200,11062.3,-1,11502.5,gcp_kvm_cxl_bpftime_node1,measured
1106,19200,11136.1,-1,11377.4,gcp_kvm_cxl_bpftime_node1,measured
1107,19200,11308.0,-1,11712.5,gcp_kvm_cxl_bpftime_node1,measured
1108,19200,11233.0,-1,11705.3,gcp_kvm_cxl_bpftime_node1,measured
1109,19200,11311.7,-1,11581.4,gcp_kvm_cxl_bpftime_node1,measured
1110,19200,11303.8,-1,11756.0,gcp_kvm_cxl_bpftime_node1,measured
1111,19200,11180.4,-1,11605.2,gcp_kvm_cxl_bpftime_node1,measured
1112,19200,11060.1,-1,11546.7,gcp_kvm_cxl_bpftime_node1,measured
1113,19200,10840.0,-1,11134.9,gcp_kvm_cxl_bpftime_node1,measured
1114,19200,10946.1,-1,11258.8,gcp_kvm_cxl_bpftime_node1,measured
1115,19200,11225.0,-1,11619.9,gcp_kvm_cxl_bpftime_node1,measured
1116,19200,10806.1,-1,11224.1,gcp_kvm_cxl_bpftime_node1,measured
1117,19200,11254.8,-1,11619.5,gcp_kvm_cxl_bpftime_node1,measured
1118,19200,11194.1,-1,11477.4,gcp_kvm_cxl_bpftime_node1,measured
1119,19200,11346.1,-1,11737.0,gcp_kvm_cxl_bpftime_node1,measured
1120,19200,10524.6,-1,10915.0,gcp_kvm_cxl_bpftime_node1,measured
1121,19200,11258.3,-1,11681.9,gcp_kvm_cxl_bpftime_node1,measured
1122,19200,11143.0,-1,11570.1,gcp_kvm_cxl_bpftime_node1,measured
1123,19200,11126.7,-1,11414.5,gcp_kvm_cxl_bpftime_node1,measured
1124,19200,10853.5,-1,11141.9,gcp_kvm_cxl_bpftime_node1,measured
1125,19200,10541.3,-1,10818.4,gcp_kvm_cxl_bpftime_node1,measured
1126,19200,11203.3,-1,11482.1,gcp_kvm_cxl_bpftime_node1,measured
1127,19200,10963.4,-1,11549.7,gcp_kvm_cxl_bpftime_node1,measured
1128,19200,11293.4,-1,11686.7,gcp_kvm_cxl_bpftime_node1,measured
1129,19200,11144.7,-1,11606.7,gcp_kvm_cxl_bpftime_node1,measured
1130,19200,11026.9,-1,11308.7,gcp_kvm_cxl_bpftime_node1,measured
1131,19200,10895.8,-1,11326.2,gcp_kvm_cxl_bpftime_node1,measured
1132,19200,11261.4,-1,11669.2,gcp_kvm_cxl_bpftime_node1,measured
1133,19200,10634.2,-1,11075.9,gcp_kvm_cxl_bpftime_node1,measured
1134,19200,11037.3,-1,11497.0,gcp_kvm_cxl_bpftime_node1,measured
1135,19200,11093.3,-1,11544.6,gcp_kvm_cxl_bpftime_node1,measured
1136,19200,11061.8,-1,11459.9,gcp_kvm_cxl_bpftime_node1,measured
1137,19200,11109.3,-1,11492.9,gcp_kvm_cxl_bpftime_node1,measured
1138,19200,11175.2,-1,11643.7,gcp_kvm_cxl_bpftime_node1,measured
1139,19200,10808.5,-1,11287.1,gcp_kvm_cxl_bpftime_node1,measured
1140,19200,10913.1,-1,11228.8,gcp_kvm_cxl_bpftime_node1,measured
1141,19200,10994.3,-1,11330.9,gcp_kvm_cxl_bpftime_node1,measured
1142,19200,11218.5,-1,11596.1,gcp_kvm_cxl_bpftime_node1,measured
1143,19200,11171.3,-1,11607.0,gcp_kvm_cxl_bpftime_node1,measured
1144,19200,10757.9,-1,11208.6,gcp_kvm_cxl_bpftime_node1,measured
1145,19200,11203.4,-1,11673.7,gcp_kvm_cxl_bpftime_node1,measured
1146,19200,11165.6,-1,11654.1,gcp_kvm_cxl_bpftime_node1,measured
1147,19200,10921.5,-1,11316.7,gcp_kvm_cxl_bpftime_node1,measured
1148,19200,10853.6,-1,11303.1,gcp_kvm_cxl_bpftime_node1,measured
1149,19200,11394.4,-1,11841.5,gcp_kvm_cxl_bpftime_node1,measured
1150,19200,11381.6,-1,11824.0,gcp_kvm_cxl_bpftime_node1,measured
1151,19200,10597.6,-1,11015.6,gcp_kvm_cxl_bpftime_node1,measured
1152,19200,10960.0,-1,11154.9,gcp_kvm_cxl_bpftime_node1,measured
1153,19200,11174.7,-1,11591.5,gcp_kvm_cxl_bpftime_node1,measured
1154,19200,11154.4,-1,11587.6,gcp_kvm_cxl_bpftime_node1,measured
1155,19200,10807.8,-1,11187.8,gcp_kvm_cxl_bpftime_node1,measured
1156,19200,11053.6,-1,11441.2,gcp_kvm_cxl_bpftime_node1,measured
1157,19200,10559.7,-1,11036.5,gcp_kvm_cxl_bpftime_node1,measured
1158,19200,10543.6,-1,11022.2,gcp_kvm_cxl_bpftime_node1,measured
1159,19200,11082.0,-1,11315.5,gcp_kvm_cxl_bpftime_node1,measured
1160,19200,10797.3,-1,11142.9,gcp_kvm_cxl_bpftime_node1,measured
1161,19200,10529.5,-1,10917.6,gcp_kvm_cxl_bpftime_node1,measured
1162,19200,10737.5,-1,11101.9,gcp_kvm_cxl_bpftime_node1,measured
1163,19200,10956.9,-1,11252.5,gcp_kvm_cxl_bpftime_node1,measured
1164,19200,11191.3,-1,11616.8,gcp_kvm_cxl_bpftime_node1,measured
1165,19200,11229.6,-1,11658.7,gcp_kvm_cxl_bpftime_node1,measured
1166,19200,10975.6,-1,11455.3,gcp_kvm_cxl_bpftime_node1,measured
1167,19200,11145.0,-1,11500.6,gcp_kvm_cxl_bpftime_node1,measured
1168,19200,11222.2,-1,11733.0,gcp_kvm_cxl_bpftime_node1,measured
1169,19200,11269.7,-1,11683.7,gcp_kvm_cxl_bpftime_node1,measured
1170,19200,11446.8,-1,11881.2,gcp_kvm_cxl_bpftime_node1,measured
1171,19200,11193.0,-1,11612.7,gcp_kvm_cxl_bpftime_node1,measured
1172,19200,11157.8,-1,11694.8,gcp_kvm_cxl_bpftime_node1,measured
1173,19200,11098.2,-1,11550.4,gcp_kvm_cxl_bpftime_node1,measured
1174,19200,11146.4,-1,11598.2,gcp_kvm_cxl_bpftime_node1,measured
1175,19200,11021.8,-1,11308.7,gcp_kvm_cxl_bpftime_node1,measured
1176,19200,10648.9,-1,10984.8,gcp_kvm_cxl_bpftime_node1,measured
1177,19200,10961.9,-1,11374.8,gcp_kvm_cxl_bpftime_node1,measured
1178,19200,11311.2,-1,11721.5,gcp_kvm_cxl_bpftime_node1,measured
1179,19200,11365.6,-1,11784.4,gcp_kvm_cxl_bpftime_node1,measured
1180,19200,10941.0,-1,11110.8,gcp_kvm_cxl_bpftime_node1,measured
1181,19200,10904.6,-1,11192.6,gcp_kvm_cxl_bpftime_node1,measured
1182,19200,11259.9,-1,11712.1,gcp_kvm_cxl_bpftime_node1,measured
1183,19200,10991.5,-1,11325.5,gcp_kvm_cxl_bpftime_node1,measured
1184,19200,10572.6,-1,10920.6,gcp_kvm_cxl_bpftime_node1,measured
1185,19200,11020.8,-1,11360.6,gcp_kvm_cxl_bpftime_node1,measured
1186,19200,11342.2,-1,11782.8,gcp_kvm_cxl_bpftime_node1,measured
1187,19200,10897.1,-1,11458.5,gcp_kvm_cxl_bpftime_node1,measured
1188,19200,10807.7,-1,11102.4,gcp_kvm_cxl_bpftime_node1,measured
1189,19200,11272.6,-1,11710.5,gcp_kvm_cxl_bpftime_node1,measured
1190,19200,11221.5,-1,11702.9,gcp_kvm_cxl_bpftime_node1,measured
1191,19200,11106.5,-1,11494.9,gcp_kvm_cxl_bpftime_node1,measured
1192,19200,10619.5,-1,10967.8,gcp_kvm_cxl_bpftime_node1,measured
1193,19200,11071.4,-1,11491.1,gcp_kvm_cxl_bpftime_node1,measured
1194,19200,11195.4,-1,11648.8,gcp_kvm_cxl_bpftime_node1,measured
1195,19200,11193.2,-1,11635.9,gcp_kvm_cxl_bpftime_node1,measured
1196,19200,11054.1,-1,11393.5,gcp_kvm_cxl_bpftime_node1,measured
1197,19200,11120.3,-1,11526.9,gcp_kvm_cxl_bpftime_node1,measured
1198,19200,11268.5,-1,11818.0,gcp_kvm_cxl_bpftime_node1,measured
1199,19200,10674.5,-1,11149.8,gcp_kvm_cxl_bpftime_node1,measured
1200,19200,11287.6,-1,11444.9,gcp_kvm_cxl_bpftime_node1,measured
1201,19200,11066.6,-1,11289.0,gcp_kvm_cxl_bpftime_node1,measured
1202,19200,11153.8,-1,11536.8,gcp_kvm_cxl_bpftime_node1,measured
1203,19200,10851.6,-1,11199.6,gcp_kvm_cxl_bpftime_node1,measured
1204,19200,11304.4,-1,11595.8,gcp_kvm_cxl_bpftime_node1,measured
1205,19200,11177.3,-1,11558.0,gcp_kvm_cxl_bpftime_node1,measured
1206,19200,11071.4,-1,11512.2,gcp_kvm_cxl_bpftime_node1,measured
1207,19200,11071.9,-1,11517.8,gcp_kvm_cxl_bpftime_node1,measured
1208,19200,11118.2,-1,11635.2,gcp_kvm_cxl_bpftime_node1,measured
1209,19200,11275.4,-1,11711.3,gcp_kvm_cxl_bpftime_node1,measured
1210,19200,11032.5,-1,11231.7,gcp_kvm_cxl_bpftime_node1,measured
1211,19200,11121.3,-1,11580.6,gcp_kvm_cxl_bpftime_node1,measured
1212,19200,11002.1,-1,11410.4,gcp_kvm_cxl_bpftime_node1,measured
1213,19200,11353.6,-1,11761.2,gcp_kvm_cxl_bpftime_node1,measured
1214,19200,10658.2,-1,11086.2,gcp_kvm_cxl_bpftime_node1,measured
1215,19200,10928.3,-1,11231.3,gcp_kvm_cxl_bpftime_node1,measured
1216,19200,11218.4,-1,11703.0,gcp_kvm_cxl_bpftime_node1,measured
1217,19200,10876.2,-1,11249.3,gcp_kvm_cxl_bpftime_node1,measured
1218,19200,11100.9,-1,11541.2,gcp_kvm_cxl_bpftime_node1,measured
1219,19200,10900.5,-1,11179.4,gcp_kvm_cxl_bpftime_node1,measured
1220,19200,11205.1,-1,11482.6,gcp_kvm_cxl_bpftime_node1,measured
1221,19200,11145.2,-1,11670.1,gcp_kvm_cxl_bpftime_node1,measured
1222,19200,10528.5,-1,11024.9,gcp_kvm_cxl_bpftime_node1,measured
1223,19200,11365.3,-1,11633.0,gcp_kvm_cxl_bpftime_node1,measured
1224,19200,11095.9,-1,11459.6,gcp_kvm_cxl_bpftime_node1,measured
1225,19200,10624.1,-1,11083.8,gcp_kvm_cxl_bpftime_node1,measured
1226,19200,11072.1,-1,11537.4,gcp_kvm_cxl_bpftime_node1,measured
1227,19200,11046.4,-1,11358.3,gcp_kvm_cxl_bpftime_node1,measured
1228,19200,10769.4,-1,11055.8,gcp_kvm_cxl_bpftime_node1,measured
1229,19200,10720.2,-1,10934.9,gcp_kvm_cxl_bpftime_node1,measured
1230,19200,10520.5,-1,10985.7,gcp_kvm_cxl_bpftime_node1,measured
1231,19200,11161.1,-1,11627.2,gcp_kvm_cxl_bpftime_node1,measured
1232,19200,11099.3,-1,11528.0,gcp_kvm_cxl_bpftime_node1,measured
1233,19200,11453.0,-1,11729.4,gcp_kvm_cxl_bpftime_node1,measured
1234,19200,11042.1,-1,11479.7,gcp_kvm_cxl_bpftime_node1,measured
1235,19200,10489.8,-1,10853.7,gcp_kvm_cxl_bpftime_node1,measured
1236,19200,10640.6,-1,10973.0,gcp_kvm_cxl_bpftime_node1,measured
1237,19200,11216.9,-1,11505.7,gcp_kvm_cxl_bpftime_node1,measured
1238,19200,11191.7,-1,11391.3,gcp_kvm_cxl_bpftime_node1,measured
1239,19200,10872.7,-1,11230.0,gcp_kvm_cxl_bpftime_node1,measured
1240,19200,11050.3,-1,11334.6,gcp_kvm_cxl_bpftime_node1,measured
1241,19200,11104.2,-1,11589.3,gcp_kvm_cxl_bpftime_node1,measured
1242,19200,10906.3,-1,11341.2,gcp_kvm_cxl_bpftime_node1,measured
1243,19200,11179.3,-1,11507.6,gcp_kvm_cxl_bpftime_node1,measured
1244,19200,10919.1,-1,11374.8,gcp_kvm_cxl_bpftime_node1,measured
