cb_index,llr_len,decode_us,bit_diff,e2e_us,emulation_mode,source
0,9216,17750.0,-1,237370.1,gcp_kvm_cxl_bpftime_node1,measured
1,25344,16813.8,-1,17003.9,gcp_kvm_cxl_bpftime_node1,measured
2,25344,16588.9,-1,16805.0,gcp_kvm_cxl_bpftime_node1,measured
3,25344,16889.8,-1,17059.8,gcp_kvm_cxl_bpftime_node1,measured
4,25344,16964.8,-1,17187.2,gcp_kvm_cxl_bpftime_node1,measured
5,25344,16874.6,-1,17054.7,gcp_kvm_cxl_bpftime_node1,measured
6,25344,24122.9,-1,24233.7,gcp_kvm_cxl_bpftime_node1,measured
7,25344,16624.9,-1,16787.4,gcp_kvm_cxl_bpftime_node1,measured
8,25344,16426.8,-1,16640.1,gcp_kvm_cxl_bpftime_node1,measured
9,25344,16407.7,-1,16671.6,gcp_kvm_cxl_bpftime_node1,measured
10,25344,16363.1,-1,16591.2,gcp_kvm_cxl_bpftime_node1,measured
11,25344,16916.7,-1,17215.9,gcp_kvm_cxl_bpftime_node1,measured
12,25344,16455.7,-1,16689.4,gcp_kvm_cxl_bpftime_node1,measured
13,25344,16413.2,-1,16629.7,gcp_kvm_cxl_bpftime_node1,measured
14,25344,16552.9,-1,17263.7,gcp_kvm_cxl_bpftime_node1,measured
15,25344,16439.5,-1,16656.2,gcp_kvm_cxl_bpftime_node1,measured
16,25344,16569.6,-1,16934.5,gcp_kvm_cxl_bpftime_node1,measured
17,25344,16470.0,-1,16679.0,gcp_kvm_cxl_bpftime_node1,measured
18,25344,16541.4,-1,16994.9,gcp_kvm_cxl_bpftime_node1,measured
19,25344,16689.7,-1,16907.7,gcp_kvm_cxl_bpftime_node1,measured
20,25344,16583.5,-1,16792.7,gcp_kvm_cxl_bpftime_node1,measured
21,25344,16788.7,-1,16980.4,gcp_kvm_cxl_bpftime_node1,measured
22,25344,16775.9,-1,16983.7,gcp_kvm_cxl_bpftime_node1,measured
23,25344,16587.4,-1,16870.6,gcp_kvm_cxl_bpftime_node1,measured
24,25344,17031.9,-1,17576.0,gcp_kvm_cxl_bpftime_node1,measured
25,25344,17003.5,-1,17606.2,gcp_kvm_cxl_bpftime_node1,measured
26,25344,16768.2,-1,17326.6,gcp_kvm_cxl_bpftime_node1,measured
27,4608,14813.2,-1,15015.1,gcp_kvm_cxl_bpftime_node1,measured
28,4608,10089.7,-1,10230.9,gcp_kvm_cxl_bpftime_node1,measured
29,4608,15382.6,-1,15475.9,gcp_kvm_cxl_bpftime_node1,measured
30,4608,10109.3,-1,10808.9,gcp_kvm_cxl_bpftime_node1,measured
31,4608,10396.2,-1,10702.5,gcp_kvm_cxl_bpftime_node1,measured
32,4608,10571.2,-1,10847.7,gcp_kvm_cxl_bpftime_node1,measured
33,4608,10239.4,-1,10432.3,gcp_kvm_cxl_bpftime_node1,measured
34,4608,10118.9,-1,10406.1,gcp_kvm_cxl_bpftime_node1,measured
35,19200,11055.9,-1,11643.9,gcp_kvm_cxl_bpftime_node1,measured
36,19200,11145.3,-1,11757.5,gcp_kvm_cxl_bpftime_node1,measured
37,19200,10933.6,-1,11551.0,gcp_kvm_cxl_bpftime_node1,measured
38,19200,10809.1,-1,11233.4,gcp_kvm_cxl_bpftime_node1,measured
39,19200,10963.3,-1,11313.6,gcp_kvm_cxl_bpftime_node1,measured
40,19200,10790.6,-1,11021.3,gcp_kvm_cxl_bpftime_node1,measured
41,19200,17167.2,-1,17853.3,gcp_kvm_cxl_bpftime_node1,measured
42,19200,10992.5,-1,11160.1,gcp_kvm_cxl_bpftime_node1,measured
43,19200,10655.1,-1,10873.8,gcp_kvm_cxl_bpftime_node1,measured
44,19200,10757.6,-1,11297.9,gcp_kvm_cxl_bpftime_node1,measured
45,19200,10966.9,-1,11381.0,gcp_kvm_cxl_bpftime_node1,measured
46,19200,10994.7,-1,11265.3,gcp_kvm_cxl_bpftime_node1,measured
47,19200,10610.7,-1,11304.8,gcp_kvm_cxl_bpftime_node1,measured
48,19200,10684.7,-1,11019.0,gcp_kvm_cxl_bpftime_node1,measured
49,19200,10589.0,-1,10993.8,gcp_kvm_cxl_bpftime_node1,measured
50,19200,10824.2,-1,11184.1,gcp_kvm_cxl_bpftime_node1,measured
51,19200,10946.4,-1,11520.5,gcp_kvm_cxl_bpftime_node1,measured
52,19200,11033.2,-1,11352.8,gcp_kvm_cxl_bpftime_node1,measured
53,19200,10860.6,-1,11173.9,gcp_kvm_cxl_bpftime_node1,measured
54,19200,10746.2,-1,11155.9,gcp_kvm_cxl_bpftime_node1,measured
55,19200,11398.6,-1,11816.2,gcp_kvm_cxl_bpftime_node1,measured
56,19200,11081.5,-1,11506.7,gcp_kvm_cxl_bpftime_node1,measured
57,19200,10700.7,-1,11195.2,gcp_kvm_cxl_bpftime_node1,measured
58,19200,10806.7,-1,11315.5,gcp_kvm_cxl_bpftime_node1,measured
59,19200,10921.7,-1,11275.8,gcp_kvm_cxl_bpftime_node1,measured
60,19200,10793.3,-1,11002.8,gcp_kvm_cxl_bpftime_node1,measured
61,19200,11076.4,-1,11759.4,gcp_kvm_cxl_bpftime_node1,measured
62,19200,11217.3,-1,11486.3,gcp_kvm_cxl_bpftime_node1,measured
63,19200,10939.6,-1,11378.8,gcp_kvm_cxl_bpftime_node1,measured
64,19200,10872.0,-1,11145.9,gcp_kvm_cxl_bpftime_node1,measured
65,19200,10776.0,-1,11188.6,gcp_kvm_cxl_bpftime_node1,measured
66,19200,11282.2,-1,11571.5,gcp_kvm_cxl_bpftime_node1,measured
67,19200,11256.8,-1,11679.1,gcp_kvm_cxl_bpftime_node1,measured
68,19200,11223.4,-1,11542.7,gcp_kvm_cxl_bpftime_node1,measured
69,19200,10891.2,-1,11183.1,gcp_kvm_cxl_bpftime_node1,measured
70,19200,10859.8,-1,11430.1,gcp_kvm_cxl_bpftime_node1,measured
71,19200,11160.1,-1,11584.4,gcp_kvm_cxl_bpftime_node1,measured
72,19200,10822.9,-1,11255.2,gcp_kvm_cxl_bpftime_node1,measured
73,19200,11047.1,-1,11451.2,gcp_kvm_cxl_bpftime_node1,measured
74,19200,11043.8,-1,11451.9,gcp_kvm_cxl_bpftime_node1,measured
75,19200,10837.4,-1,11062.0,gcp_kvm_cxl_bpftime_node1,measured
76,19200,11033.3,-1,11509.8,gcp_kvm_cxl_bpftime_node1,measured
77,19200,11059.8,-1,11352.7,gcp_kvm_cxl_bpftime_node1,measured
78,19200,10930.9,-1,11379.6,gcp_kvm_cxl_bpftime_node1,measured
79,19200,10697.4,-1,11043.0,gcp_kvm_cxl_bpftime_node1,measured
80,19200,10839.0,-1,11210.3,gcp_kvm_cxl_bpftime_node1,measured
81,19200,11396.7,-1,11838.5,gcp_kvm_cxl_bpftime_node1,measured
82,19200,10966.0,-1,11351.5,gcp_kvm_cxl_bpftime_node1,measured
83,19200,10674.8,-1,11157.4,gcp_kvm_cxl_bpftime_node1,measured
84,19200,10870.8,-1,11189.1,gcp_kvm_cxl_bpftime_node1,measured
85,19200,11333.5,-1,11599.8,gcp_kvm_cxl_bpftime_node1,measured
86,19200,10580.3,-1,10969.9,gcp_kvm_cxl_bpftime_node1,measured
87,19200,10882.3,-1,11152.2,gcp_kvm_cxl_bpftime_node1,measured
88,19200,10705.6,-1,10942.9,gcp_kvm_cxl_bpftime_node1,measured
89,19200,10828.1,-1,11296.6,gcp_kvm_cxl_bpftime_node1,measured
90,19200,11142.1,-1,11521.1,gcp_kvm_cxl_bpftime_node1,measured
91,19200,11183.7,-1,11662.9,gcp_kvm_cxl_bpftime_node1,measured
92,19200,10827.7,-1,11168.5,gcp_kvm_cxl_bpftime_node1,measured
93,19200,11135.3,-1,11594.0,gcp_kvm_cxl_bpftime_node1,measured
94,19200,10772.8,-1,11041.3,gcp_kvm_cxl_bpftime_node1,measured
95,19200,10904.5,-1,11237.6,gcp_kvm_cxl_bpftime_node1,measured
96,19200,10780.1,-1,11069.8,gcp_kvm_cxl_bpftime_node1,measured
97,19200,11359.1,-1,11726.7,gcp_kvm_cxl_bpftime_node1,measured
98,19200,10916.9,-1,11254.9,gcp_kvm_cxl_bpftime_node1,measured
99,19200,10940.8,-1,11241.6,gcp_kvm_cxl_bpftime_node1,measured
100,19200,11428.5,-1,11511.0,gcp_kvm_cxl_bpftime_node1,measured
101,19200,11189.9,-1,11475.0,gcp_kvm_cxl_bpftime_node1,measured
102,19200,10857.4,-1,11333.9,gcp_kvm_cxl_bpftime_node1,measured
103,19200,11103.5,-1,11382.2,gcp_kvm_cxl_bpftime_node1,measured
104,19200,10886.6,-1,11234.2,gcp_kvm_cxl_bpftime_node1,measured
105,19200,10793.8,-1,11025.2,gcp_kvm_cxl_bpftime_node1,measured
106,19200,11158.8,-1,11673.6,gcp_kvm_cxl_bpftime_node1,measured
107,19200,10964.2,-1,11459.5,gcp_kvm_cxl_bpftime_node1,measured
108,19200,11006.0,-1,11428.1,gcp_kvm_cxl_bpftime_node1,measured
109,19200,11087.0,-1,11541.5,gcp_kvm_cxl_bpftime_node1,measured
110,19200,11172.7,-1,11528.4,gcp_kvm_cxl_bpftime_node1,measured
111,19200,10810.9,-1,11361.2,gcp_kvm_cxl_bpftime_node1,measured
112,19200,10919.6,-1,11268.0,gcp_kvm_cxl_bpftime_node1,measured
113,19200,11158.8,-1,11445.4,gcp_kvm_cxl_bpftime_node1,measured
114,19200,11077.9,-1,11491.0,gcp_kvm_cxl_bpftime_node1,measured
115,19200,11315.3,-1,11701.8,gcp_kvm_cxl_bpftime_node1,measured
116,19200,11104.3,-1,11356.4,gcp_kvm_cxl_bpftime_node1,measured
117,19200,10887.0,-1,11279.0,gcp_kvm_cxl_bpftime_node1,measured
118,19200,11290.7,-1,11650.1,gcp_kvm_cxl_bpftime_node1,measured
119,19200,11231.7,-1,11657.7,gcp_kvm_cxl_bpftime_node1,measured
120,19200,11399.1,-1,11877.6,gcp_kvm_cxl_bpftime_node1,measured
121,19200,11147.7,-1,11627.3,gcp_kvm_cxl_bpftime_node1,measured
122,19200,10699.2,-1,11056.9,gcp_kvm_cxl_bpftime_node1,measured
123,19200,11511.5,-1,11940.4,gcp_kvm_cxl_bpftime_node1,measured
124,19200,11090.8,-1,11408.8,gcp_kvm_cxl_bpftime_node1,measured
125,19200,11412.0,-1,11795.9,gcp_kvm_cxl_bpftime_node1,measured
126,19200,11179.9,-1,11738.9,gcp_kvm_cxl_bpftime_node1,measured
127,19200,10760.1,-1,11117.2,gcp_kvm_cxl_bpftime_node1,measured
128,19200,10638.9,-1,10986.0,gcp_kvm_cxl_bpftime_node1,measured
129,19200,11102.4,-1,11668.2,gcp_kvm_cxl_bpftime_node1,measured
130,19200,11007.2,-1,11292.0,gcp_kvm_cxl_bpftime_node1,measured
131,19200,10802.8,-1,11362.8,gcp_kvm_cxl_bpftime_node1,measured
132,19200,10672.5,-1,11099.3,gcp_kvm_cxl_bpftime_node1,measured
133,19200,11047.6,-1,11458.0,gcp_kvm_cxl_bpftime_node1,measured
134,19200,10628.4,-1,10990.5,gcp_kvm_cxl_bpftime_node1,measured
135,19200,11330.2,-1,11631.8,gcp_kvm_cxl_bpftime_node1,measured
136,19200,10911.6,-1,11252.9,gcp_kvm_cxl_bpftime_node1,measured
137,19200,11528.1,-1,11916.3,gcp_kvm_cxl_bpftime_node1,measured
138,19200,10822.6,-1,11183.9,gcp_kvm_cxl_bpftime_node1,measured
139,19200,11496.7,-1,11934.3,gcp_kvm_cxl_bpftime_node1,measured
140,19200,11133.6,-1,11634.6,gcp_kvm_cxl_bpftime_node1,measured
141,19200,11169.2,-1,11644.2,gcp_kvm_cxl_bpftime_node1,measured
142,19200,11349.8,-1,11843.2,gcp_kvm_cxl_bpftime_node1,measured
143,19200,10583.8,-1,11057.7,gcp_kvm_cxl_bpftime_node1,measured
144,19200,10765.3,-1,11092.3,gcp_kvm_cxl_bpftime_node1,measured
145,19200,11057.9,-1,11459.4,gcp_kvm_cxl_bpftime_node1,measured
146,19200,10864.2,-1,11286.8,gcp_kvm_cxl_bpftime_node1,measured
147,19200,11250.1,-1,11751.5,gcp_kvm_cxl_bpftime_node1,measured
148,19200,10785.1,-1,11136.6,gcp_kvm_cxl_bpftime_node1,measured
149,19200,10787.3,-1,11397.0,gcp_kvm_cxl_bpftime_node1,measured
150,19200,11038.8,-1,11327.0,gcp_kvm_cxl_bpftime_node1,measured
151,19200,10787.8,-1,11193.2,gcp_kvm_cxl_bpftime_node1,measured
152,19200,10900.1,-1,11117.4,gcp_kvm_cxl_bpftime_node1,measured
153,19200,11154.5,-1,11542.4,gcp_kvm_cxl_bpftime_node1,measured
154,19200,11799.8,-1,12100.4,gcp_kvm_cxl_bpftime_node1,measured
155,19200,11292.0,-1,11723.3,gcp_kvm_cxl_bpftime_node1,measured
156,19200,11139.4,-1,11479.9,gcp_kvm_cxl_bpftime_node1,measured
157,19200,10903.2,-1,11396.8,gcp_kvm_cxl_bpftime_node1,measured
158,19200,11008.3,-1,11427.5,gcp_kvm_cxl_bpftime_node1,measured
159,19200,10752.1,-1,11112.9,gcp_kvm_cxl_bpftime_node1,measured
160,19200,10849.9,-1,11344.0,gcp_kvm_cxl_bpftime_node1,measured
161,19200,11141.3,-1,11597.0,gcp_kvm_cxl_bpftime_node1,measured
162,19200,11016.5,-1,11393.4,gcp_kvm_cxl_bpftime_node1,measured
163,19200,10913.3,-1,11437.4,gcp_kvm_cxl_bpftime_node1,measured
164,19200,11294.7,-1,11661.6,gcp_kvm_cxl_bpftime_node1,measured
165,19200,11136.7,-1,11551.8,gcp_kvm_cxl_bpftime_node1,measured
166,19200,11594.5,-1,11881.8,gcp_kvm_cxl_bpftime_node1,measured
167,19200,11006.1,-1,11227.2,gcp_kvm_cxl_bpftime_node1,measured
168,19200,10861.6,-1,11294.9,gcp_kvm_cxl_bpftime_node1,measured
169,19200,11014.1,-1,11447.0,gcp_kvm_cxl_bpftime_node1,measured
170,19200,11127.2,-1,11424.1,gcp_kvm_cxl_bpftime_node1,measured
171,19200,11248.6,-1,11665.6,gcp_kvm_cxl_bpftime_node1,measured
172,19200,11225.5,-1,11689.3,gcp_kvm_cxl_bpftime_node1,measured
173,19200,11144.1,-1,11557.9,gcp_kvm_cxl_bpftime_node1,measured
174,19200,11065.7,-1,11486.5,gcp_kvm_cxl_bpftime_node1,measured
175,19200,10554.3,-1,10917.2,gcp_kvm_cxl_bpftime_node1,measured
176,19200,10501.8,-1,10866.0,gcp_kvm_cxl_bpftime_node1,measured
177,19200,10595.3,-1,10967.6,gcp_kvm_cxl_bpftime_node1,measured
178,19200,10955.6,-1,11300.8,gcp_kvm_cxl_bpftime_node1,measured
179,19200,10952.9,-1,11510.7,gcp_kvm_cxl_bpftime_node1,measured
180,19200,11402.7,-1,11686.0,gcp_kvm_cxl_bpftime_node1,measured
181,19200,10781.1,-1,11216.3,gcp_kvm_cxl_bpftime_node1,measured
182,19200,11244.4,-1,11628.1,gcp_kvm_cxl_bpftime_node1,measured
183,19200,11110.4,-1,11624.2,gcp_kvm_cxl_bpftime_node1,measured
184,19200,11122.3,-1,11582.3,gcp_kvm_cxl_bpftime_node1,measured
185,19200,11130.9,-1,11644.4,gcp_kvm_cxl_bpftime_node1,measured
186,19200,11059.7,-1,11590.0,gcp_kvm_cxl_bpftime_node1,measured
187,19200,10956.4,-1,11297.6,gcp_kvm_cxl_bpftime_node1,measured
188,19200,11039.1,-1,11428.3,gcp_kvm_cxl_bpftime_node1,measured
189,19200,11197.2,-1,11622.1,gcp_kvm_cxl_bpftime_node1,measured
190,19200,11259.7,-1,11669.5,gcp_kvm_cxl_bpftime_node1,measured
191,19200,10811.4,-1,11255.6,gcp_kvm_cxl_bpftime_node1,measured
192,19200,11337.6,-1,11747.7,gcp_kvm_cxl_bpftime_node1,measured
193,19200,11049.9,-1,11401.3,gcp_kvm_cxl_bpftime_node1,measured
194,19200,10642.6,-1,11136.1,gcp_kvm_cxl_bpftime_node1,measured
195,19200,11299.7,-1,11749.5,gcp_kvm_cxl_bpftime_node1,measured
196,19200,10836.8,-1,11261.6,gcp_kvm_cxl_bpftime_node1,measured
197,19200,11124.9,-1,11592.3,gcp_kvm_cxl_bpftime_node1,measured
198,19200,10920.8,-1,11267.5,gcp_kvm_cxl_bpftime_node1,measured
199,19200,11111.5,-1,11559.1,gcp_kvm_cxl_bpftime_node1,measured
200,19200,10538.2,-1,10716.1,gcp_kvm_cxl_bpftime_node1,measured
201,19200,11209.4,-1,11541.2,gcp_kvm_cxl_bpftime_node1,measured
202,19200,10625.9,-1,11096.0,gcp_kvm_cxl_bpftime_node1,measured
203,19200,10713.6,-1,11164.5,gcp_kvm_cxl_bpftime_node1,measured
204,19200,11316.6,-1,11466.2,gcp_kvm_cxl_bpftime_node1,measured
205,19200,11142.0,-1,11583.5,gcp_kvm_cxl_bpftime_node1,measured
206,19200,11059.9,-1,11416.2,gcp_kvm_cxl_bpftime_node1,measured
207,19200,10934.0,-1,11321.5,gcp_kvm_cxl_bpftime_node1,measured
208,19200,11239.4,-1,11724.5,gcp_kvm_cxl_bpftime_node1,measured
209,19200,10844.6,-1,11291.5,gcp_kvm_cxl_bpftime_node1,measured
210,19200,11101.5,-1,11538.0,gcp_kvm_cxl_bpftime_node1,measured
211,19200,10779.9,-1,11225.9,gcp_kvm_cxl_bpftime_node1,measured
212,19200,10645.1,-1,11089.6,gcp_kvm_cxl_bpftime_node1,measured
213,19200,10862.3,-1,11093.4,gcp_kvm_cxl_bpftime_node1,measured
214,19200,11029.8,-1,11327.6,gcp_kvm_cxl_bpftime_node1,measured
215,19200,10851.3,-1,11280.2,gcp_kvm_cxl_bpftime_node1,measured
216,19200,10806.6,-1,11296.0,gcp_kvm_cxl_bpftime_node1,measured
217,19200,11007.6,-1,11379.5,gcp_kvm_cxl_bpftime_node1,measured
218,19200,10825.5,-1,11244.0,gcp_kvm_cxl_bpftime_node1,measured
219,19200,11119.2,-1,11547.3,gcp_kvm_cxl_bpftime_node1,measured
220,19200,10977.3,-1,11336.1,gcp_kvm_cxl_bpftime_node1,measured
221,19200,11458.2,-1,11843.5,gcp_kvm_cxl_bpftime_node1,measured
222,19200,10982.4,-1,11345.0,gcp_kvm_cxl_bpftime_node1,measured
223,19200,11150.2,-1,11649.4,gcp_kvm_cxl_bpftime_node1,measured
224,19200,10801.5,-1,11180.3,gcp_kvm_cxl_bpftime_node1,measured
225,19200,11186.8,-1,11616.7,gcp_kvm_cxl_bpftime_node1,measured
226,19200,11440.7,-1,11871.7,gcp_kvm_cxl_bpftime_node1,measured
227,19200,11388.5,-1,11793.3,gcp_kvm_cxl_bpftime_node1,measured
228,19200,11510.8,-1,11910.3,gcp_kvm_cxl_bpftime_node1,measured
229,19200,10858.4,-1,11124.6,gcp_kvm_cxl_bpftime_node1,measured
230,19200,11228.1,-1,11646.8,gcp_kvm_cxl_bpftime_node1,measured
231,19200,11242.9,-1,11531.0,gcp_kvm_cxl_bpftime_node1,measured
232,19200,10819.9,-1,11173.2,gcp_kvm_cxl_bpftime_node1,measured
233,19200,11095.4,-1,11548.0,gcp_kvm_cxl_bpftime_node1,measured
234,19200,11015.7,-1,11463.9,gcp_kvm_cxl_bpftime_node1,measured
235,19200,10556.8,-1,10916.8,gcp_kvm_cxl_bpftime_node1,measured
236,19200,11159.9,-1,11591.0,gcp_kvm_cxl_bpftime_node1,measured
237,19200,10741.4,-1,11169.1,gcp_kvm_cxl_bpftime_node1,measured
238,19200,11255.9,-1,11541.0,gcp_kvm_cxl_bpftime_node1,measured
239,19200,11320.7,-1,11514.7,gcp_kvm_cxl_bpftime_node1,measured
240,19200,11205.5,-1,11402.9,gcp_kvm_cxl_bpftime_node1,measured
241,19200,10882.3,-1,11267.5,gcp_kvm_cxl_bpftime_node1,measured
242,19200,10792.4,-1,11205.3,gcp_kvm_cxl_bpftime_node1,measured
243,19200,10956.5,-1,11402.1,gcp_kvm_cxl_bpftime_node1,measured
244,19200,11122.5,-1,11577.5,gcp_kvm_cxl_bpftime_node1,measured
245,19200,10818.0,-1,11097.7,gcp_kvm_cxl_bpftime_node1,measured
246,19200,10985.9,-1,11432.5,gcp_kvm_cxl_bpftime_node1,measured
247,19200,11281.8,-1,11559.1,gcp_kvm_cxl_bpftime_node1,measured
248,19200,10955.4,-1,11376.7,gcp_kvm_cxl_bpftime_node1,measured
249,19200,10920.8,-1,11462.1,gcp_kvm_cxl_bpftime_node1,measured
250,19200,11074.3,-1,11291.6,gcp_kvm_cxl_bpftime_node1,measured
251,19200,11169.7,-1,11639.4,gcp_kvm_cxl_bpftime_node1,measured
252,19200,11023.3,-1,11436.7,gcp_kvm_cxl_bpftime_node1,measured
253,19200,10605.2,-1,10958.4,gcp_kvm_cxl_bpftime_node1,measured
254,19200,11155.5,-1,11590.6,gcp_kvm_cxl_bpftime_node1,measured
255,19200,11208.3,-1,11496.9,gcp_kvm_cxl_bpftime_node1,measured
256,19200,11235.5,-1,11801.1,gcp_kvm_cxl_bpftime_node1,measured
257,19200,11179.5,-1,11486.4,gcp_kvm_cxl_bpftime_node1,measured
258,19200,11283.5,-1,11645.0,gcp_kvm_cxl_bpftime_node1,measured
259,19200,10573.6,-1,11051.5,gcp_kvm_cxl_bpftime_node1,measured
260,19200,10511.9,-1,10978.7,gcp_kvm_cxl_bpftime_node1,measured
261,19200,10755.8,-1,11223.1,gcp_kvm_cxl_bpftime_node1,measured
262,19200,11210.9,-1,11622.1,gcp_kvm_cxl_bpftime_node1,measured
263,19200,11179.7,-1,11749.0,gcp_kvm_cxl_bpftime_node1,measured
264,19200,10549.3,-1,10918.0,gcp_kvm_cxl_bpftime_node1,measured
265,19200,10701.7,-1,11067.2,gcp_kvm_cxl_bpftime_node1,measured
266,19200,11381.5,-1,11834.4,gcp_kvm_cxl_bpftime_node1,measured
267,19200,10831.3,-1,11250.9,gcp_kvm_cxl_bpftime_node1,measured
268,19200,10907.6,-1,11392.5,gcp_kvm_cxl_bpftime_node1,measured
269,19200,11205.6,-1,11605.6,gcp_kvm_cxl_bpftime_node1,measured
270,19200,11279.0,-1,11577.5,gcp_kvm_cxl_bpftime_node1,measured
271,19200,11072.9,-1,11484.6,gcp_kvm_cxl_bpftime_node1,measured
272,19200,11072.8,-1,11574.3,gcp_kvm_cxl_bpftime_node1,measured
273,19200,10558.0,-1,10893.3,gcp_kvm_cxl_bpftime_node1,measured
274,19200,11258.8,-1,11680.8,gcp_kvm_cxl_bpftime_node1,measured
275,19200,11120.6,-1,11592.7,gcp_kvm_cxl_bpftime_node1,measured
276,19200,11220.7,-1,11683.3,gcp_kvm_cxl_bpftime_node1,measured
277,19200,11185.0,-1,11588.9,gcp_kvm_cxl_bpftime_node1,measured
278,19200,10815.9,-1,11302.5,gcp_kvm_cxl_bpftime_node1,measured
279,19200,10550.3,-1,10888.5,gcp_kvm_cxl_bpftime_node1,measured
280,19200,10674.4,-1,10911.8,gcp_kvm_cxl_bpftime_node1,measured
281,19200,11225.5,-1,11631.2,gcp_kvm_cxl_bpftime_node1,measured
282,19200,11088.2,-1,11522.0,gcp_kvm_cxl_bpftime_node1,measured
283,19200,11069.3,-1,11459.1,gcp_kvm_cxl_bpftime_node1,measured
284,19200,11063.7,-1,11349.3,gcp_kvm_cxl_bpftime_node1,measured
285,19200,11055.4,-1,11450.1,gcp_kvm_cxl_bpftime_node1,measured
286,19200,11105.7,-1,11384.0,gcp_kvm_cxl_bpftime_node1,measured
287,19200,10673.4,-1,11121.9,gcp_kvm_cxl_bpftime_node1,measured
288,19200,11064.6,-1,11399.3,gcp_kvm_cxl_bpftime_node1,measured
289,19200,11201.0,-1,11431.8,gcp_kvm_cxl_bpftime_node1,measured
290,19200,11077.9,-1,11607.2,gcp_kvm_cxl_bpftime_node1,measured
291,19200,10801.5,-1,11104.8,gcp_kvm_cxl_bpftime_node1,measured
292,19200,10906.9,-1,11468.3,gcp_kvm_cxl_bpftime_node1,measured
293,19200,11228.2,-1,11668.7,gcp_kvm_cxl_bpftime_node1,measured
294,19200,10556.7,-1,11037.7,gcp_kvm_cxl_bpftime_node1,measured
295,19200,10491.0,-1,10966.8,gcp_kvm_cxl_bpftime_node1,measured
296,19200,10525.6,-1,10981.0,gcp_kvm_cxl_bpftime_node1,measured
297,19200,11189.1,-1,11644.2,gcp_kvm_cxl_bpftime_node1,measured
298,19200,10824.0,-1,11119.7,gcp_kvm_cxl_bpftime_node1,measured
299,19200,11279.6,-1,11564.7,gcp_kvm_cxl_bpftime_node1,measured
300,19200,10986.9,-1,11158.2,gcp_kvm_cxl_bpftime_node1,measured
301,19200,10550.5,-1,10909.5,gcp_kvm_cxl_bpftime_node1,measured
302,19200,11050.9,-1,11510.3,gcp_kvm_cxl_bpftime_node1,measured
303,19200,10677.1,-1,11104.5,gcp_kvm_cxl_bpftime_node1,measured
304,19200,11154.2,-1,11510.2,gcp_kvm_cxl_bpftime_node1,measured
305,19200,10603.2,-1,10909.2,gcp_kvm_cxl_bpftime_node1,measured
306,19200,10837.2,-1,11146.9,gcp_kvm_cxl_bpftime_node1,measured
307,19200,11156.4,-1,11445.7,gcp_kvm_cxl_bpftime_node1,measured
308,19200,11222.0,-1,11615.4,gcp_kvm_cxl_bpftime_node1,measured
309,19200,10643.6,-1,11129.2,gcp_kvm_cxl_bpftime_node1,measured
310,19200,11036.7,-1,11410.8,gcp_kvm_cxl_bpftime_node1,measured
311,19200,10816.3,-1,11270.7,gcp_kvm_cxl_bpftime_node1,measured
312,19200,11207.1,-1,11511.9,gcp_kvm_cxl_bpftime_node1,measured
313,19200,11560.4,-1,11993.8,gcp_kvm_cxl_bpftime_node1,measured
314,19200,11284.2,-1,11628.3,gcp_kvm_cxl_bpftime_node1,measured
315,19200,10737.8,-1,10903.6,gcp_kvm_cxl_bpftime_node1,measured
316,19200,11260.5,-1,11714.7,gcp_kvm_cxl_bpftime_node1,measured
317,19200,11030.1,-1,11349.4,gcp_kvm_cxl_bpftime_node1,measured
318,19200,10589.3,-1,11033.0,gcp_kvm_cxl_bpftime_node1,measured
319,19200,10966.2,-1,11245.2,gcp_kvm_cxl_bpftime_node1,measured
320,19200,11179.6,-1,11589.0,gcp_kvm_cxl_bpftime_node1,measured
321,19200,10584.5,-1,10944.0,gcp_kvm_cxl_bpftime_node1,measured
322,19200,11187.8,-1,11631.4,gcp_kvm_cxl_bpftime_node1,measured
323,19200,11209.1,-1,11643.7,gcp_kvm_cxl_bpftime_node1,measured
324,19200,11181.4,-1,11675.3,gcp_kvm_cxl_bpftime_node1,measured
325,19200,10980.7,-1,11404.0,gcp_kvm_cxl_bpftime_node1,measured
326,19200,11016.9,-1,11319.3,gcp_kvm_cxl_bpftime_node1,measured
327,19200,10599.3,-1,10987.3,gcp_kvm_cxl_bpftime_node1,measured
328,19200,11113.1,-1,11414.0,gcp_kvm_cxl_bpftime_node1,measured
329,19200,11054.5,-1,11521.9,gcp_kvm_cxl_bpftime_node1,measured
330,19200,11109.3,-1,11540.7,gcp_kvm_cxl_bpftime_node1,measured
331,19200,11476.8,-1,11999.5,gcp_kvm_cxl_bpftime_node1,measured
332,19200,11235.4,-1,11710.4,gcp_kvm_cxl_bpftime_node1,measured
333,19200,11250.4,-1,11641.3,gcp_kvm_cxl_bpftime_node1,measured
334,19200,11246.8,-1,11556.3,gcp_kvm_cxl_bpftime_node1,measured
335,19200,10828.9,-1,11349.1,gcp_kvm_cxl_bpftime_node1,measured
336,19200,10628.0,-1,10965.6,gcp_kvm_cxl_bpftime_node1,measured
337,19200,11384.3,-1,11790.5,gcp_kvm_cxl_bpftime_node1,measured
338,19200,11094.4,-1,11454.9,gcp_kvm_cxl_bpftime_node1,measured
339,19200,11282.8,-1,11718.1,gcp_kvm_cxl_bpftime_node1,measured
